InteractionID	UniprotID_A	UniprotName_A	GeneName_A	UniprotID_B	UniprotName_B	GeneName_B	ExpEvidences	Methods	Publications	X3DStructures	CurationEvents	COF_Synonyms_A	Complex_A	Core_or_Variant_A	DBD_B	TF_assessment_B	Binding_mode_B
232900	Q8WXI9	P66B_HUMAN	GATAD2B	Q12948	FOXC1_HUMAN	FOXC1	2	2	1	0	2	p66β;p66b;p66beta;p68;KIAA1150;GATAD2B	NuRD;NODE	NA	Forkhead	Known motif	Monomer or homomultimer
232887	O60264	SMCA5_HUMAN	SMARCA5	Q12948	FOXC1_HUMAN	FOXC1	2	2	1	0	2	SMARCA5;SNF2H;WCRF135	CHRAC;ACF;NORC;RSF;WICH	CATALYTIC	Forkhead	Known motif	Monomer or homomultimer
232898	P28370	SMCA1_HUMAN	SMARCA1	Q12948	FOXC1_HUMAN	FOXC1	2	2	1	0	2	SMARCA1;SNF2L;SNF2L1	CERF;NURF	CATALYTIC	Forkhead	Known motif	Monomer or homomultimer
728109	Q96LA8	ANM6_HUMAN	PRMT6	Q12948	FOXC1_HUMAN	FOXC1	1	1	1	0	1	PRMT6;HRMT1L6	NA	NA	Forkhead	Known motif	Monomer or homomultimer
233087	O15164	TIF1A_HUMAN	TRIM24	Q12951	FOXI1_HUMAN	FOXI1	2	2	1	0	2	TRIM24;TIF1A;RING82	NA	NA	Forkhead	Known motif	Monomer or homomultimer
233389	O60264	SMCA5_HUMAN	SMARCA5	Q12952	FOXL1_HUMAN	FOXL1	2	2	1	0	2	SMARCA5;SNF2H;WCRF135	CHRAC;ACF;NORC;RSF;WICH	CATALYTIC	Forkhead	Known motif	Monomer or homomultimer
233334	Q9NRL2	BAZ1A_HUMAN	BAZ1A	Q12952	FOXL1_HUMAN	FOXL1	2	2	1	0	2	ACF1;BAZ1A;WCRF180	CHRAC;ACF	ACCESSORY	Forkhead	Known motif	Monomer or homomultimer
766913	Q16594	TAF9_HUMAN	TAF9	Q12952	FOXL1_HUMAN	FOXL1	1	1	1	0	1	TAF9;TAFII31;TAFII32	STAGA;TFTC;PCAF	NA	Forkhead	Known motif	Monomer or homomultimer
233359	P28370	SMCA1_HUMAN	SMARCA1	Q12952	FOXL1_HUMAN	FOXL1	2	2	1	0	2	SMARCA1;SNF2L;SNF2L1	CERF;NURF	CATALYTIC	Forkhead	Known motif	Monomer or homomultimer
233366	Q92769	HDAC2_HUMAN	HDAC2	Q12952	FOXL1_HUMAN	FOXL1	2	2	1	0	2	HDAC2	Sin3;NuRD;CoREST	NA	Forkhead	Known motif	Monomer or homomultimer
233327	P25490	TYY1_HUMAN	YY1	Q12952	FOXL1_HUMAN	FOXL1	2	2	1	0	2	YY1;INO80S	INO80	ACCESSORY	Forkhead	Known motif	Monomer or homomultimer
652110	Q9Y6Q9	NCOA3_HUMAN	NCOA3	Q12968	NFAC3_HUMAN	NFATC3	1	1	1	0	1	NCOA3;pCIP;SRC3;TRAM1;RAC3;ACTR;AIB1	SRC	NA	Rel	Known motif	Monomer or homomultimer
719703	P35226	BMI1_HUMAN	BMI1	Q12986	NFX1_HUMAN	NFX1	1	1	1	0	1	BMI1;PCGF4;RNF51	PRC1	CORE	NFX	Likely to be sequence specific TF	Monomer or homomultimer
646326	Q96ST3	SIN3A_HUMAN	SIN3A	Q12986	NFX1_HUMAN	NFX1	2	2	1	0	3	Sin3A	Sin3	CORE	NFX	Likely to be sequence specific TF	Monomer or homomultimer
647796	Q09472	EP300_HUMAN	EP300	Q13029	PRDM2_HUMAN	PRDM2	1	1	1	0	2	p300;EP300	p300	NA	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer
159790	P51610	HCFC1_HUMAN	HCFC1	Q13105	ZBT17_HUMAN	ZBTB17	4	5	1	0	14	HFC1	SET1	CORE	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer
888396	Q92793	CBP_HUMAN	CREBBP	Q13105	ZBT17_HUMAN	ZBTB17	1	1	1	0	1	CBP;CREBBP	CBP	NA	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer
159791	Q09472	EP300_HUMAN	EP300	Q13105	ZBT17_HUMAN	ZBTB17	2	3	3	0	3	p300;EP300	p300	NA	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer
630382	Q9Y6K1	DNM3A_HUMAN	DNMT3A	Q13105	ZBT17_HUMAN	ZBTB17	2	1	2	0	2	DNMT3A	NA	NA	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer
229510	Q92831	KAT2B_HUMAN	KAT2B	Q13118	KLF10_HUMAN	KLF10	1	1	1	0	2	KAT2B;PCAF	PCAF	NA	C2H2 ZF	Known motif	Monomer or homomultimer
650167	Q9UGL1	KDM5B_HUMAN	KDM5B	Q13118	KLF10_HUMAN	KLF10	2	2	1	0	2	KDM5B;JARID1B;PLU1;RBBP2H1	NA	NA	C2H2 ZF	Known motif	Monomer or homomultimer
229509	Q96ST3	SIN3A_HUMAN	SIN3A	Q13118	KLF10_HUMAN	KLF10	3	3	2	0	3	Sin3A	Sin3	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
363973	Q15393	SF3B3_HUMAN	SF3B3	Q13118	KLF10_HUMAN	KLF10	1	1	1	0	2	STAF130;SAP130	STAGA;TFTC	NA	C2H2 ZF	Known motif	Monomer or homomultimer
647857	Q96ST3	SIN3A_HUMAN	SIN3A	Q13127	REST_HUMAN	REST	2	1	2	0	2	Sin3A	Sin3	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
159684	Q969G3	SMCE1_HUMAN	SMARCE1	Q13127	REST_HUMAN	REST	2	2	1	0	2	SMARCE1;BAF57	BAF;PBAF	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
174236	Q92769	HDAC2_HUMAN	HDAC2	Q13127	REST_HUMAN	REST	2	2	1	0	3	HDAC2	Sin3;NuRD;CoREST	NA	C2H2 ZF	Known motif	Monomer or homomultimer
647848	O75182	SIN3B_HUMAN	SIN3B	Q13127	REST_HUMAN	REST	1	2	2	0	2	Sin3B;KIAA0700	Sin3	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
174238	O75376	NCOR1_HUMAN	NCOR1	Q13127	REST_HUMAN	REST	2	2	1	0	3	NCOR1	NCoR	NA	C2H2 ZF	Known motif	Monomer or homomultimer
174222	P41229	KDM5C_HUMAN	KDM5C	Q13127	REST_HUMAN	REST	4	4	1	0	6	KDM5C;DXS1272E;JARID1C;SMCX;XE169	NA	NA	C2H2 ZF	Known motif	Monomer or homomultimer
159686	Q8TAQ2	SMRC2_HUMAN	SMARCC2	Q13127	REST_HUMAN	REST	2	2	1	0	2	SMARCC2;BAF170	BAF	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
159685	P51532	SMCA4_HUMAN	SMARCA4	Q13127	REST_HUMAN	REST	3	2	2	0	5	SMARCA4;BAF190A;SNF2L4;SNF2B;BRG1	BAF	CATALYTIC	C2H2 ZF	Known motif	Monomer or homomultimer
174237	Q96KQ7	EHMT2_HUMAN	EHMT2	Q13127	REST_HUMAN	REST	2	2	2	0	5	EHMT2;G9a	NA	NA	C2H2 ZF	Known motif	Monomer or homomultimer
644432	Q9Y232	CDYL_HUMAN	CDYL	Q13127	REST_HUMAN	REST	2	2	1	0	2	CDYL	NA	NA	C2H2 ZF	Known motif	Monomer or homomultimer
176476	Q9UKL0	RCOR1_HUMAN	RCOR1	Q13127	REST_HUMAN	REST	6	5	4	0	8	CoREST1;KIAA0071;RCOR1	CoREST	NA	C2H2 ZF	Known motif	Monomer or homomultimer
545233	Q13547	HDAC1_HUMAN	HDAC1	Q13127	REST_HUMAN	REST	3	3	3	0	3	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	C2H2 ZF	Known motif	Monomer or homomultimer
543607	Q13185	CBX3_HUMAN	CBX3	Q13127	REST_HUMAN	REST	1	1	1	0	1	CBX3	NA	NA	C2H2 ZF	Known motif	Monomer or homomultimer
194190	P45973	CBX5_HUMAN	CBX5	Q13129	RLF_HUMAN	RLF	2	2	2	0	2	CBX5	NA	NA	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer
277859	Q13185	CBX3_HUMAN	CBX3	Q13129	RLF_HUMAN	RLF	1	1	1	0	1	CBX3	NA	NA	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer
239735	Q09472	EP300_HUMAN	EP300	Q13133	NR1H3_HUMAN	NR1H3	1	1	1	0	1	p300;EP300	p300	NA	Nuclear receptor	Inferred motif	Obligate heteromer
239708	O75376	NCOR1_HUMAN	NCOR1	Q13133	NR1H3_HUMAN	NR1H3	4	3	3	0	5	NCOR1	NCoR	NA	Nuclear receptor	Inferred motif	Obligate heteromer
239734	O00255	MEN1_HUMAN	MEN1	Q13133	NR1H3_HUMAN	NR1H3	1	1	1	0	1	SCG2	MLL1	VARIANT	Nuclear receptor	Inferred motif	Obligate heteromer
645408	O75177	CREST_HUMAN	SS18L1	Q13133	NR1H3_HUMAN	NR1H3	1	1	1	0	1	CREST;SS18L1;KIAA0693	BAF	ACCESSORY	Nuclear receptor	Inferred motif	Obligate heteromer
651598	Q92831	KAT2B_HUMAN	KAT2B	Q13133	NR1H3_HUMAN	NR1H3	1	1	1	0	1	KAT2B;PCAF	PCAF	NA	Nuclear receptor	Inferred motif	Obligate heteromer
652402	Q9NXR8	ING3_HUMAN	ING3	Q13133	NR1H3_HUMAN	NR1H3	1	1	1	0	2	ING3;p47ING3	NuA4	NA	Nuclear receptor	Inferred motif	Obligate heteromer
239707	Q9Y618	NCOR2_HUMAN	NCOR2	Q13133	NR1H3_HUMAN	NR1H3	1	1	1	0	1	SMRT;CTG26;SMAP270;TRAC;NCoR2	SMRT	NA	Nuclear receptor	Inferred motif	Obligate heteromer
221733	O60341	KDM1A_HUMAN	KDM1A	Q13133	NR1H3_HUMAN	NR1H3	3	3	1	0	4	LSD1;KIAA0601;AOF2;KDM1;KDM1A	CoREST	CORE	Nuclear receptor	Inferred motif	Obligate heteromer
239709	Q15648	MED1_HUMAN	MED1	Q13133	NR1H3_HUMAN	NR1H3	1	1	1	0	1	MED1;ARC205;CRSP1;CRSP200;DRIP205;DRIP230;PBP;PPARBP;PPARGBP;RB18A;TRAP220;TRIP2	Mediator 	CORE	Nuclear receptor	Inferred motif	Obligate heteromer
651626	Q14686	NCOA6_HUMAN	NCOA6	Q13133	NR1H3_HUMAN	NR1H3	2	1	2	0	2	NCOA6;AIB3;KIAA0181;RAP250;TRBP	MLL3;MLL4	VARIANT	Nuclear receptor	Inferred motif	Obligate heteromer
199113	Q15788	NCOA1_HUMAN	NCOA1	Q13133	NR1H3_HUMAN	NR1H3	4	3	3	0	16	NCOA1;RIP160;Hin2;SRC1;NYREN52	SRC	NA	Nuclear receptor	Inferred motif	Obligate heteromer
651619	Q9Y6Q9	NCOA3_HUMAN	NCOA3	Q13133	NR1H3_HUMAN	NR1H3	1	1	1	0	3	NCOA3;pCIP;SRC3;TRAM1;RAC3;ACTR;AIB1	SRC	NA	Nuclear receptor	Inferred motif	Obligate heteromer
228208	Q92922	SMRC1_HUMAN	SMARCC1	Q13285	STF1_HUMAN	NR5A1	1	1	1	0	1	SMARCC1;BAF155	BAF	CORE	Nuclear receptor	Known motif	Monomer or homomultimer
635610	Q15788	NCOA1_HUMAN	NCOA1	Q13285	STF1_HUMAN	NR5A1	1	2	1	0	2	NCOA1;RIP160;Hin2;SRC1;NYREN52	SRC	NA	Nuclear receptor	Known motif	Monomer or homomultimer
228218	P60709	ACTB_HUMAN	ACTB	Q13285	STF1_HUMAN	NR5A1	1	1	1	0	1	B-actin;ACTB	BAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
228223	O60264	SMCA5_HUMAN	SMARCA5	Q13285	STF1_HUMAN	NR5A1	1	1	1	0	1	SMARCA5;SNF2H;WCRF135	CHRAC;ACF;NORC;RSF;WICH	CATALYTIC	Nuclear receptor	Known motif	Monomer or homomultimer
889578	Q6STE5	SMRD3_HUMAN	SMARCD3	Q13285	STF1_HUMAN	NR5A1	0	1	1	0	1	SMARCD3;BAF60C	BAF	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
644977	Q9P0U4	CXXC1_HUMAN	CXXC1	Q13285	STF1_HUMAN	NR5A1	1	1	1	0	1	CXXC1;CFP1;CGBP;PCCX1;PHF18	SET1	CORE	Nuclear receptor	Known motif	Monomer or homomultimer
228205	Q13547	HDAC1_HUMAN	HDAC1	Q13285	STF1_HUMAN	NR5A1	1	1	1	0	1	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	Nuclear receptor	Known motif	Monomer or homomultimer
647843	Q92793	CBP_HUMAN	CREBBP	Q13285	STF1_HUMAN	NR5A1	1	1	1	0	1	CBP;CREBBP	CBP	NA	Nuclear receptor	Known motif	Monomer or homomultimer
647569	Q13547	HDAC1_HUMAN	HDAC1	Q13351	KLF1_HUMAN	KLF1	2	1	2	0	2	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	C2H2 ZF	Known motif	Monomer or homomultimer
633147	P51532	SMCA4_HUMAN	SMARCA4	Q13351	KLF1_HUMAN	KLF1	1	1	1	0	1	SMARCA4;BAF190A;SNF2L4;SNF2B;BRG1	BAF	CATALYTIC	C2H2 ZF	Known motif	Monomer or homomultimer
647570	Q96ST3	SIN3A_HUMAN	SIN3A	Q13351	KLF1_HUMAN	KLF1	1	1	1	0	1	Sin3A	Sin3	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
208975	Q92793	CBP_HUMAN	CREBBP	Q13351	KLF1_HUMAN	KLF1	3	3	2	0	5	CBP;CREBBP	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
633152	Q12824	SNF5_HUMAN	SMARCB1	Q13351	KLF1_HUMAN	KLF1	1	2	2	0	2	SMARCB1;BAF47;INI1;SNF5L1	BAF	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
208977	Q09472	EP300_HUMAN	EP300	Q13351	KLF1_HUMAN	KLF1	2	2	1	0	3	p300;EP300	p300	NA	C2H2 ZF	Known motif	Monomer or homomultimer
633151	Q969G3	SMCE1_HUMAN	SMARCE1	Q13351	KLF1_HUMAN	KLF1	1	1	1	0	1	SMARCE1;BAF57	BAF;PBAF	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
633146	O14497	ARI1A_HUMAN	ARID1A	Q13351	KLF1_HUMAN	KLF1	1	1	1	0	1	ARID1A;BAF250;BAF250A;C1orf4;OSA1;SMARCF1	BAF	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
633149	Q92922	SMRC1_HUMAN	SMARCC1	Q13351	KLF1_HUMAN	KLF1	1	2	1	0	2	SMARCC1;BAF155	BAF	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
633148	Q8TAQ2	SMRC2_HUMAN	SMARCC2	Q13351	KLF1_HUMAN	KLF1	1	1	1	0	1	SMARCC2;BAF170	BAF	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
633150	Q96GM5	SMRD1_HUMAN	SMARCD1	Q13351	KLF1_HUMAN	KLF1	1	1	1	0	1	SMARCD1;BAF60A	BAF	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
812596	Q96KQ7	EHMT2_HUMAN	EHMT2	Q13398	ZN211_HUMAN	ZNF211	1	1	1	0	2	EHMT2;G9a	NA	NA	C2H2 ZF	Known motif	Monomer or homomultimer
809922	O94776	MTA2_HUMAN	MTA2	Q13422	IKZF1_HUMAN	IKZF1	1	1	1	0	2	MTA2;MTA1L1;PID	NuRD;NODE	NA	C2H2 ZF	Known motif	Monomer or homomultimer
883755	O00422	SAP18_HUMAN	SAP18	Q13422	IKZF1_HUMAN	IKZF1	0	1	1	0	1	GIG38	Sin3	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
633258	O75182	SIN3B_HUMAN	SIN3B	Q13422	IKZF1_HUMAN	IKZF1	2	2	2	0	4	Sin3B;KIAA0700	Sin3	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
633355	Q14839	CHD4_HUMAN	CHD4	Q13422	IKZF1_HUMAN	IKZF1	3	1	3	0	5	Mi-2β;CHD4	NuRD	NA	C2H2 ZF	Known motif	Monomer or homomultimer
667875	Q12873	CHD3_HUMAN	CHD3	Q13422	IKZF1_HUMAN	IKZF1	3	4	2	0	5	CHD3;Mi-2α	NuRD	NA	C2H2 ZF	Known motif	Monomer or homomultimer
804309	Q86YP4	P66A_HUMAN	GATAD2A	Q13422	IKZF1_HUMAN	IKZF1	1	1	1	0	2	p66α;p66a;p66alpha;GATAD2A	NuRD;NODE	NA	C2H2 ZF	Known motif	Monomer or homomultimer
647809	Q969G3	SMCE1_HUMAN	SMARCE1	Q13422	IKZF1_HUMAN	IKZF1	1	1	1	0	1	SMARCE1;BAF57	BAF;PBAF	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
631087	Q96ST3	SIN3A_HUMAN	SIN3A	Q13422	IKZF1_HUMAN	IKZF1	3	2	3	0	5	Sin3A	Sin3	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
805456	Q8WXI9	P66B_HUMAN	GATAD2B	Q13422	IKZF1_HUMAN	IKZF1	1	1	1	0	2	p66β;p66b;p66beta;p68;KIAA1150;GATAD2B	NuRD;NODE	NA	C2H2 ZF	Known motif	Monomer or homomultimer
797714	Q9BTC8	MTA3_HUMAN	MTA3	Q13422	IKZF1_HUMAN	IKZF1	1	1	1	0	2	MTA3;KIAA1266	NuRD	NA	C2H2 ZF	Known motif	Monomer or homomultimer
793462	Q96E35	ZMY19_HUMAN	ZMYND19	Q13422	IKZF1_HUMAN	IKZF1	1	1	1	0	2	ZMYND19	NA	NA	C2H2 ZF	Known motif	Monomer or homomultimer
667874	Q09028	RBBP4_HUMAN	RBBP4	Q13422	IKZF1_HUMAN	IKZF1	1	1	1	0	2	RBBP4;RBAP48;CAF-I P48	Sin3;NuRD;NURF;PRC2	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
353360	Q15014	MO4L2_HUMAN	MORF4L2	Q13422	IKZF1_HUMAN	IKZF1	1	4	1	0	4	MORF4L2;MSL3-2;MRGX	NuA4	NA	C2H2 ZF	Known motif	Monomer or homomultimer
633379	O15379	HDAC3_HUMAN	HDAC3	Q13422	IKZF1_HUMAN	IKZF1	1	1	1	0	1	HDAC3;SMAP45;RPD3-2	NCoR;SMRT	NA	C2H2 ZF	Known motif	Monomer or homomultimer
351131	Q9HC52	CBX8_HUMAN	CBX8	Q13422	IKZF1_HUMAN	IKZF1	1	4	1	0	4	CBX8	NA	NA	C2H2 ZF	Known motif	Monomer or homomultimer
633356	Q92769	HDAC2_HUMAN	HDAC2	Q13422	IKZF1_HUMAN	IKZF1	2	2	3	0	4	HDAC2	Sin3;NuRD;CoREST	NA	C2H2 ZF	Known motif	Monomer or homomultimer
222730	Q13547	HDAC1_HUMAN	HDAC1	Q13422	IKZF1_HUMAN	IKZF1	5	3	4	0	7	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	C2H2 ZF	Known motif	Monomer or homomultimer
355249	Q96EZ8	MCRS1_HUMAN	MCRS1	Q13422	IKZF1_HUMAN	IKZF1	2	5	2	0	6	MCRS1;INO80Q;MSP58	INO80	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
273923	Q9UBU8	MO4L1_HUMAN	MORF4L1	Q13422	IKZF1_HUMAN	IKZF1	2	4	2	0	5	MORF4L1;MRG15;MSL3-1	NuA4;Sin3	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
352967	Q13330	MTA1_HUMAN	MTA1	Q13422	IKZF1_HUMAN	IKZF1	2	5	2	0	6	MTA1	NuRD;NODE	NA	C2H2 ZF	Known motif	Monomer or homomultimer
667876	P51532	SMCA4_HUMAN	SMARCA4	Q13422	IKZF1_HUMAN	IKZF1	1	2	1	0	2	SMARCA4;BAF190A;SNF2L4;SNF2B;BRG1	BAF	CATALYTIC	C2H2 ZF	Known motif	Monomer or homomultimer
631149	Q9Y618	NCOR2_HUMAN	NCOR2	Q13422	IKZF1_HUMAN	IKZF1	1	1	1	0	1	SMRT;CTG26;SMAP270;TRAC;NCoR2	SMRT	NA	C2H2 ZF	Known motif	Monomer or homomultimer
773165	P45973	CBX5_HUMAN	CBX5	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	CBX5	NA	NA	Rel	Known motif	Monomer or homomultimer
773142	Q12888	TP53B_HUMAN	TP53BP1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	TP53BP1	NA	NA	Rel	Known motif	Monomer or homomultimer
773196	O94776	MTA2_HUMAN	MTA2	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	MTA2;MTA1L1;PID	NuRD;NODE	NA	Rel	Known motif	Monomer or homomultimer
773207	P83916	CBX1_HUMAN	CBX1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	CBX1	NA	NA	Rel	Known motif	Monomer or homomultimer
773208	Q8TAQ2	SMRC2_HUMAN	SMARCC2	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	SMARCC2;BAF170	BAF	CORE	Rel	Known motif	Monomer or homomultimer
227461	Q9UPT9	UBP22_HUMAN	USP22	Q13469	NFAC2_HUMAN	NFATC2	2	2	1	0	4	USP22	STAGA	NA	Rel	Known motif	Monomer or homomultimer
773145	Q9Y4A5	TRRAP_HUMAN	TRRAP	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	TRRAP;PAF400;PAF350;STAF40	STAGA;TFTC;PCAF	NA	Rel	Known motif	Monomer or homomultimer
773178	Q9UKL0	RCOR1_HUMAN	RCOR1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	CoREST1;KIAA0071;RCOR1	CoREST	NA	Rel	Known motif	Monomer or homomultimer
773170	O60264	SMCA5_HUMAN	SMARCA5	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	SMARCA5;SNF2H;WCRF135	CHRAC;ACF;NORC;RSF;WICH	CATALYTIC	Rel	Known motif	Monomer or homomultimer
773151	O14497	ARI1A_HUMAN	ARID1A	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	ARID1A;BAF250;BAF250A;C1orf4;OSA1;SMARCF1	BAF	ACCESSORY	Rel	Known motif	Monomer or homomultimer
773159	Q86YP4	P66A_HUMAN	GATAD2A	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	p66α;p66a;p66alpha;GATAD2A	NuRD;NODE	NA	Rel	Known motif	Monomer or homomultimer
181465	Q92793	CBP_HUMAN	CREBBP	Q13469	NFAC2_HUMAN	NFATC2	2	2	2	0	5	CBP;CREBBP	CBP	NA	Rel	Known motif	Monomer or homomultimer
773211	Q96GM5	SMRD1_HUMAN	SMARCD1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	SMARCD1;BAF60A	BAF	ACCESSORY	Rel	Known motif	Monomer or homomultimer
773173	Q96EZ8	MCRS1_HUMAN	MCRS1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	MCRS1;INO80Q;MSP58	INO80	ACCESSORY	Rel	Known motif	Monomer or homomultimer
773193	Q92922	SMRC1_HUMAN	SMARCC1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	SMARCC1;BAF155	BAF	CORE	Rel	Known motif	Monomer or homomultimer
773131	Q9C0K0	BC11B_HUMAN	BCL11B	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	BCL11B;CTIP2;RIT1	BAF	ACCESSORY	Rel	Known motif	Monomer or homomultimer
773200	Q09028	RBBP4_HUMAN	RBBP4	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	RBBP4;RBAP48;CAF-I P48	Sin3;NuRD;NURF;PRC2	CORE	Rel	Known motif	Monomer or homomultimer
773154	Q96T88	UHRF1_HUMAN	UHRF1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	UHRF1	NA	NA	Rel	Known motif	Monomer or homomultimer
773186	Q92925	SMRD2_HUMAN	SMARCD2	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	SMARCD2;BAF60B	BAF	ACCESSORY	Rel	Known motif	Monomer or homomultimer
773161	Q9UBW7	ZMYM2_HUMAN	ZMYM2	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	ZNF198;RAMP;FIN;ZMYM2	CoREST	NA	Rel	Known motif	Monomer or homomultimer
773210	Q14839	CHD4_HUMAN	CHD4	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	Mi-2β;CHD4	NuRD	NA	Rel	Known motif	Monomer or homomultimer
773226	Q13547	HDAC1_HUMAN	HDAC1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	Rel	Known motif	Monomer or homomultimer
773215	Q13330	MTA1_HUMAN	MTA1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	MTA1	NuRD;NODE	NA	Rel	Known motif	Monomer or homomultimer
773184	P51532	SMCA4_HUMAN	SMARCA4	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	SMARCA4;BAF190A;SNF2L4;SNF2B;BRG1	BAF	CATALYTIC	Rel	Known motif	Monomer or homomultimer
773185	O60341	KDM1A_HUMAN	KDM1A	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	LSD1;KIAA0601;AOF2;KDM1;KDM1A	CoREST	CORE	Rel	Known motif	Monomer or homomultimer
633566	Q09472	EP300_HUMAN	EP300	Q13469	NFAC2_HUMAN	NFATC2	2	2	2	0	5	p300;EP300	p300	NA	Rel	Known motif	Monomer or homomultimer
773205	Q969G3	SMCE1_HUMAN	SMARCE1	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	SMARCE1;BAF57	BAF;PBAF	ACCESSORY	Rel	Known motif	Monomer or homomultimer
773201	Q8WXI9	P66B_HUMAN	GATAD2B	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	p66β;p66b;p66beta;p68;KIAA1150;GATAD2B	NuRD;NODE	NA	Rel	Known motif	Monomer or homomultimer
773113	O75362	ZN217_HUMAN	ZNF217	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	ZNF217;ZABC1	CoREST	CORE	Rel	Known motif	Monomer or homomultimer
773212	O95983	MBD3_HUMAN	MBD3	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	MBD3	NuRD	NA	Rel	Known motif	Monomer or homomultimer
773157	Q92785	REQU_HUMAN	DPF2	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	DPF2;BAF45D;REQ;UBID4	BAF	ACCESSORY	Rel	Known motif	Monomer or homomultimer
361871	Q9Y3C7	MED31_HUMAN	MED31	Q13469	NFAC2_HUMAN	NFATC2	1	2	1	0	3	MED31;SOH1	Mediator 	CORE	Rel	Known motif	Monomer or homomultimer
773214	O96019	ACL6A_HUMAN	ACTL6A	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	ACTL6A;BAF53;BAF53A;INO80K;ARP4	BAF;PBAF;NuA4	ACCESSORY	Rel	Known motif	Monomer or homomultimer
655809	Q16594	TAF9_HUMAN	TAF9	Q13469	NFAC2_HUMAN	NFATC2	1	2	1	0	2	TAF9;TAFII31;TAFII32	STAGA;TFTC;PCAF	NA	Rel	Known motif	Monomer or homomultimer
773168	Q13185	CBX3_HUMAN	CBX3	Q13469	NFAC2_HUMAN	NFATC2	1	1	1	0	1	CBX3	NA	NA	Rel	Known motif	Monomer or homomultimer
766564	Q92793	CBP_HUMAN	CREBBP	Q13485	SMAD4_HUMAN	SMAD4	1	2	2	0	2	CBP;CREBBP	CBP	NA	SMAD	Known motif	Monomer or homomultimer
