InteractionID	UniprotID_A	UniprotName_A	GeneName_A	UniprotID_B	UniprotName_B	GeneName_B	ExpEvidences	Methods	Publications	X3DStructures	CurationEvents	COF_Synonyms_A	Complex_A	Core_or_Variant_A	DBD_B	TF_assessment_B	Binding_mode_B
367405	Q80YV3	TRRAP_MOUSE	Trrap	P22091	TAL1_MOUSE	Tal1	1	1	1	0	1	Trrap;Paf400;Paf350;Staf40	STAGA;TFTC;PCAF	NA	bHLH	Known motif	Obligate heteromer
369764	Q6ZQ88	KDM1A_MOUSE	Kdm1a	P22091	TAL1_MOUSE	Tal1	3	3	1	0	7	Kdm1a;Aof2;Kiaa0601;Lsd1	CoREST	NA	bHLH	Known motif	Obligate heteromer
369763	Q8CFE3	RCOR1_MOUSE	Rcor1	P22091	TAL1_MOUSE	Tal1	1	1	1	0	2	Rcor1;CoREST;D12Wsu95e;Kiaa0071	CoREST	NA	bHLH	Known motif	Obligate heteromer
367402	O70374	MTG8R_MOUSE	Cbfa2t2	P22091	TAL1_MOUSE	Tal1	5	4	2	0	8	CBFA2T2	NA	NA	bHLH	Known motif	Obligate heteromer
557155	Q9JHD1	KAT2B_MOUSE	Kat2b	P22091	TAL1_MOUSE	Tal1	1	1	1	0	1	Kat2b;Pcaf	PCAF	NA	bHLH	Known motif	Obligate heteromer
367403	O09106	HDAC1_MOUSE	Hdac1	P22091	TAL1_MOUSE	Tal1	5	3	3	0	7	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	bHLH	Known motif	Obligate heteromer
548210	Q60520	SIN3A_MOUSE	Sin3a	P22091	TAL1_MOUSE	Tal1	2	1	2	0	2	Sin3a;Kiaa4126	Sin3	NA	bHLH	Known motif	Obligate heteromer
374200	Q80Z64	NANOG_MOUSE	Nanog	P22227	ZFP42_MOUSE	Zfp42	2	2	1	0	2	Nanog;Ecat4;Enk	NODE	NA	C2H2 ZF	Known motif	Monomer or homomultimer
549669	Q00899	TYY1_MOUSE	Yy1	P22227	ZFP42_MOUSE	Zfp42	1	1	1	0	1	Yy1;Ucrbp	INO80	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
549678	Q61103	REQU_MOUSE	Dpf2	P22227	ZFP42_MOUSE	Zfp42	1	1	1	0	1	Dpf2;Baf45d;Req;Ubid4	BAF	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
549668	P20263	PO5F1_MOUSE	Pou5f1	P22227	ZFP42_MOUSE	Zfp42	1	1	1	0	1	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	C2H2 ZF	Known motif	Monomer or homomultimer
549677	P97496	SMRC1_MOUSE	Smarcc1	P22227	ZFP42_MOUSE	Zfp42	1	1	1	0	1	Smarcc1;Baf155;Srg3	BAF	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
556758	B2RWS6	EP300_MOUSE	Ep300	P22605	RARB_MOUSE	Rarb	1	1	1	0	1	p300;Ep300	p300	NA	Nuclear receptor	Known motif	Monomer or homomultimer
549351	Q8C0D7	ING4_MOUSE	Ing4	P22605	RARB_MOUSE	Rarb	1	1	1	0	1	Ing4;p29Ing4	HBO1	NA	Nuclear receptor	Known motif	Monomer or homomultimer
372562	O88559	MEN1_MOUSE	Men1	P23204	PPARA_MOUSE	Ppara	1	1	1	0	2	Men1	MLL1	NA	Nuclear receptor	Known motif	Monomer or homomultimer
548789	Q925J9	MED1_MOUSE	Med1	P23772	GATA3_MOUSE	Gata3	1	1	1	0	1	Med1;Crsp210;Drip205;Pbp;Pparbp;Trap220;Trip2	Mediator	CORE	GATA	Known motif	Monomer or homomultimer
532806	P25916	BMI1_MOUSE	Bmi1	P23798	PCGF2_MOUSE	Pcgf2	1	1	1	0	2	Bmi1;Bmi-1;Pcgf4	PRC1	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
367351	Q9QXV1	CBX8_MOUSE	Cbx8	P23798	PCGF2_MOUSE	Pcgf2	2	1	2	0	3	CBX8	NA	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
557755	P23798	PCGF2_MOUSE	Pcgf2	P23798	PCGF2_MOUSE	Pcgf2	1	1	1	0	1	Pcgf2;Mel-18;Mel18;Rnf110;Zfp144;Znf144	PRC1	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
367350	O35730	RING1_MOUSE	Ring1	P23798	PCGF2_MOUSE	Pcgf2	3	2	2	0	4	Ring1;Ring1A;Rnf1	PRC1	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
372857	P30658	CBX2_MOUSE	Cbx2	P23798	PCGF2_MOUSE	Pcgf2	1	1	1	0	2	CBX2	NA	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
372862	O55187	CBX4_MOUSE	Cbx4	P23798	PCGF2_MOUSE	Pcgf2	1	1	1	0	1	CBX4	NA	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
558366	Q921E6	EED_MOUSE	Eed	P23798	PCGF2_MOUSE	Pcgf2	1	1	1	0	1	Eed	PRC2	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
372853	Q8CCI5	RYBP_MOUSE	Rybp	P23798	PCGF2_MOUSE	Pcgf2	3	3	1	0	12	Rybp;Dedaf	PRC1	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
372854	Q8VDS3	CBX7_MOUSE	Cbx7	P23798	PCGF2_MOUSE	Pcgf2	4	4	1	0	11	Cbx7	PRC1	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
373257	O88895	HDAC3_MOUSE	Hdac3	P25799	NFKB1_MOUSE	Nfkb1	1	1	1	0	3	Hdac3;Hd3	NCoR;SMRT	NA	Rel	Known motif	Monomer or homomultimer
373259	Q60974	NCOR1_MOUSE	Ncor1	P25799	NFKB1_MOUSE	Nfkb1	1	1	1	0	2	Ncor;Rxrip13;NCoR1;RIP13	NCoR	NA	Rel	Known motif	Monomer or homomultimer
366211	O09106	HDAC1_MOUSE	Hdac1	P25799	NFKB1_MOUSE	Nfkb1	3	2	2	0	5	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	Rel	Known motif	Monomer or homomultimer
371911	P45481	CBP_MOUSE	Crebbp	P27577	ETS1_MOUSE	Ets1	3	3	1	0	4	Cbp;Crebbp	CBP	NA	Ets	Known motif	Monomer or homomultimer
552017	O09106	HDAC1_MOUSE	Hdac1	P27577	ETS1_MOUSE	Ets1	1	1	1	0	2	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	Ets	Known motif	Monomer or homomultimer
173791	O09106	HDAC1_MOUSE	Hdac1	P27699	CREM_MOUSE	Crem	1	1	1	0	3	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	bZIP	Known motif	Monomer or homomultimer
556015	Q9JHD1	KAT2B_MOUSE	Kat2b	P27889	HNF1B_MOUSE	Hnf1b	3	2	2	0	3	Kat2b;Pcaf	PCAF	NA	Homeodomain	Known motif	Monomer or homomultimer
557162	O09106	HDAC1_MOUSE	Hdac1	P27889	HNF1B_MOUSE	Hnf1b	2	2	1	0	2	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	Homeodomain	Known motif	Monomer or homomultimer
369096	Q9JHD2	KAT2A_MOUSE	Kat2a	P28033	CEBPB_MOUSE	Cebpb	3	3	1	0	7	Kat2a;Gcn5	GCN5	NA	bZIP	Known motif	Monomer or homomultimer
557149	Q61909	MTG8_MOUSE	Runx1t1	P28033	CEBPB_MOUSE	Cebpb	1	1	1	0	1	RUNX1T1	NA	NA	bZIP	Known motif	Monomer or homomultimer
551442	Q60520	SIN3A_MOUSE	Sin3a	P28033	CEBPB_MOUSE	Cebpb	1	1	1	0	1	Sin3a;Kiaa4126	Sin3	NA	bZIP	Known motif	Monomer or homomultimer
550006	Q925J9	MED1_MOUSE	Med1	P28033	CEBPB_MOUSE	Cebpb	1	1	1	0	3	Med1;Crsp210;Drip205;Pbp;Pparbp;Trap220;Trip2	Mediator	CORE	bZIP	Known motif	Monomer or homomultimer
549937	B2RWS6	EP300_MOUSE	Ep300	P28033	CEBPB_MOUSE	Cebpb	1	1	1	0	1	p300;Ep300	p300	NA	bZIP	Known motif	Monomer or homomultimer
369097	O09106	HDAC1_MOUSE	Hdac1	P28033	CEBPB_MOUSE	Cebpb	3	2	3	0	5	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	bZIP	Known motif	Monomer or homomultimer
557444	B2RWS6	EP300_MOUSE	Ep300	P28322	ETV4_MOUSE	Etv4	1	1	1	0	1	p300;Ep300	p300	NA	Ets	Known motif	Monomer or homomultimer
368934	Q8VCB2	MED25_MOUSE	Med25	P28700	RXRA_MOUSE	Rxra	1	1	1	0	1	Med25	Mediator	CORE	Nuclear receptor	Known motif	Monomer or homomultimer
381008	Q64127	TIF1A_MOUSE	Trim24	P28700	RXRA_MOUSE	Rxra	3	2	2	0	3	Trim24;TIF1A	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
553543	Q9D3R9	TAF7L_MOUSE	Taf7l	P29037	TBP_MOUSE	Tbp	1	1	1	0	1	Taf7l;TafII50	TFIID	NA	TBP	Known motif	Monomer or homomultimer
372849	Q5HZG4	TAF3_MOUSE	Taf3	P29037	TBP_MOUSE	Tbp	1	1	1	0	1	TAF3	NA	NA	TBP	Known motif	Monomer or homomultimer
555348	O88907	PIAS1_MOUSE	Pias1	P29037	TBP_MOUSE	Tbp	2	2	1	0	3	Pias1	NA	E3 SUMO ligase	TBP	Known motif	Monomer or homomultimer
556868	Q8C092	TAF5_MOUSE	Taf5	P29037	TBP_MOUSE	Tbp	1	1	1	0	1	Taf5;TfII100	TFTC	NA	TBP	Known motif	Monomer or homomultimer
553541	Q62311	TAF6_MOUSE	Taf6	P29037	TBP_MOUSE	Tbp	1	1	1	0	1	Taf6;TfII80;TfII70;p80	TFTC	NA	TBP	Known motif	Monomer or homomultimer
553542	Q9R1C0	TAF7_MOUSE	Taf7	P29037	TBP_MOUSE	Tbp	1	1	1	0	1	Taf7;TafII55	TFIID	NA	TBP	Known motif	Monomer or homomultimer
552164	P20263	PO5F1_MOUSE	Pou5f1	P29037	TBP_MOUSE	Tbp	1	1	1	0	1	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	TBP	Known motif	Monomer or homomultimer
556869	Q8K0H5	TAF10_MOUSE	Taf10	P29037	TBP_MOUSE	Tbp	1	1	1	0	1	Taf10;Staf28	STAGA;TFTC;PCAF	NA	TBP	Known motif	Monomer or homomultimer
372641	Q3TKT4	SMCA4_MOUSE	Smarca4	P29037	TBP_MOUSE	Tbp	1	1	1	0	1	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	TBP	Known motif	Monomer or homomultimer
497345	P25916	BMI1_MOUSE	Bmi1	P30658	CBX2_MOUSE	Cbx2	5	5	2	0	7	Bmi1;Bmi-1;Pcgf4	PRC1	NA	AT hook	Likely to be sequence specific TF	Monomer or homomultimer
372857	P23798	PCGF2_MOUSE	Pcgf2	P30658	CBX2_MOUSE	Cbx2	1	1	1	0	2	Pcgf2;Mel-18;Mel18;Rnf110;Zfp144;Znf144	PRC1	NA	AT hook	Likely to be sequence specific TF	Monomer or homomultimer
102942	Q8CCI5	RYBP_MOUSE	Rybp	P30658	CBX2_MOUSE	Cbx2	1	1	1	0	3	Rybp;Dedaf	PRC1	NA	AT hook	Likely to be sequence specific TF	Monomer or homomultimer
157902	O35730	RING1_MOUSE	Ring1	P30658	CBX2_MOUSE	Cbx2	3	2	2	0	3	Ring1;Ring1A;Rnf1	PRC1	NA	AT hook	Likely to be sequence specific TF	Monomer or homomultimer
548845	Q6PDQ2	CHD4_MOUSE	Chd4	P31245	HXA2_MOUSE	Hoxa2	1	1	1	0	1	Mi-2β;Chd4	NuRD	NA	Homeodomain	Known motif	Monomer or homomultimer
369040	Q6P9Z1	SMRD3_MOUSE	Smarcd3	P31266	SUH_MOUSE	Rbpj	3	3	1	0	6	Smarcd3;Baf60c	BAF	ACCESSORY	CSL	Known motif	Monomer or homomultimer
369042	Q3TKT4	SMCA4_MOUSE	Smarca4	P31266	SUH_MOUSE	Rbpj	1	1	1	0	2	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	CSL	Known motif	Monomer or homomultimer
193661	P20263	PO5F1_MOUSE	Pou5f1	P31266	SUH_MOUSE	Rbpj	2	2	1	0	3	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	CSL	Known motif	Monomer or homomultimer
365281	Q6NZQ4	PAXI1_MOUSE	Paxip1	P32114	PAX2_MOUSE	Pax2	4	4	1	0	7	Paxip1;Ptip	MLL3;MLL4	NA	Homeodomain; Paired box	Known motif	Monomer or homomultimer
564198	O88559	MEN1_MOUSE	Men1	P33242	STF1_MOUSE	Nr5a1	1	1	1	0	1	Men1	MLL1	NA	Nuclear receptor	Known motif	Monomer or homomultimer
551840	P70365	NCOA1_MOUSE	Ncoa1	P33242	STF1_MOUSE	Nr5a1	1	1	1	0	1	Ncoa1;Nrc1;Src1	SRC	NA	Nuclear receptor	Known motif	Monomer or homomultimer
552166	P20263	PO5F1_MOUSE	Pou5f1	P34056	AP2A_MOUSE	Tfap2a	1	1	1	0	1	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	AP-2	Known motif	Monomer or homomultimer
372848	Q60974	NCOR1_MOUSE	Ncor1	P35396	PPARD_MOUSE	Ppard	1	1	1	0	1	Ncor;Rxrip13;NCoR1;RIP13	NCoR	NA	Nuclear receptor	Known motif	Monomer or homomultimer
373559	Q3TKT4	SMCA4_MOUSE	Smarca4	P35583	FOXA2_MOUSE	Foxa2	1	1	1	0	1	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	Forkhead	Known motif	Monomer or homomultimer
373561	Q8CHK4	KAT5_MOUSE	Kat5	P35583	FOXA2_MOUSE	Foxa2	1	1	1	0	1	Kat5;Tip60	NuA4	NA	Forkhead	Known motif	Monomer or homomultimer
558137	P20263	PO5F1_MOUSE	Pou5f1	P35710	SOX5_MOUSE	Sox5	1	1	1	0	1	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	HMG/Sox	Known motif	Monomer or homomultimer
548524	O88559	MEN1_MOUSE	Men1	P37238	PPARG_MOUSE	Pparg	2	2	1	0	2	Men1	MLL1	NA	Nuclear receptor	Known motif	Monomer or homomultimer
557572	Q6A4J8	UBP7_MOUSE	Usp7	P37238	PPARG_MOUSE	Pparg	1	1	1	0	1	UBP7	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
555926	A2ABV5	MED14_MOUSE	Med14	P37238	PPARG_MOUSE	Pparg	1	1	1	0	1	Med14;Crsp2;Gm641;Trap170	Mediator	CORE	Nuclear receptor	Known motif	Monomer or homomultimer
549797	O09106	HDAC1_MOUSE	Hdac1	P37238	PPARG_MOUSE	Pparg	1	1	1	0	1	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	Nuclear receptor	Known motif	Monomer or homomultimer
557622	Q61026	NCOA2_MOUSE	Ncoa2	P37238	PPARG_MOUSE	Pparg	1	1	1	0	1	Ncoa2;Grip1;Src2	SRC	NA	Nuclear receptor	Known motif	Monomer or homomultimer
365947	Q62141	SIN3B_MOUSE	Sin3b	P42128	FOXK1_MOUSE	Foxk1	5	3	2	0	11	Kiaa0700	Sin3	NA	Forkhead	Known motif	Monomer or homomultimer
558928	Q921E6	EED_MOUSE	Eed	P42227	STAT3_MOUSE	Stat3	1	1	1	0	1	Eed	PRC2	NA	STAT	Known motif	Monomer or homomultimer
550329	E9Q4N7	ARI1B_MOUSE	Arid1b	P42227	STAT3_MOUSE	Stat3	1	1	1	0	1	Arid1b;Baf250b	BAF	ACCESSORY	STAT	Known motif	Monomer or homomultimer
549831	O09106	HDAC1_MOUSE	Hdac1	P42230	STA5A_MOUSE	Stat5a	1	1	1	0	1	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	STAT	Known motif	Monomer or homomultimer
541844	Q9Z277	BAZ1B_MOUSE	Baz1b	P42582	NKX25_MOUSE	Nkx2-5	1	1	1	0	1	BAZ1B	NA	NA	Homeodomain	Known motif	Monomer or homomultimer
366804	Q62315	JARD2_MOUSE	Jarid2	P42582	NKX25_MOUSE	Nkx2-5	2	2	1	0	3	Jarid2;Jmj	PRC2.2	NA	Homeodomain	Known motif	Monomer or homomultimer
369807	Q8BVE8	NSD2_MOUSE	Nsd2	P42582	NKX25_MOUSE	Nkx2-5	2	2	1	0	4	NSD2	NA	NA	Homeodomain	Known motif	Monomer or homomultimer
550021	Q3TKT4	SMCA4_MOUSE	Smarca4	P42582	NKX25_MOUSE	Nkx2-5	1	1	1	0	1	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	Homeodomain	Known motif	Monomer or homomultimer
541844	Q9Z277	BAZ1B_MOUSE	Baz1b	P42582	NKX25_MOUSE	Nkx2-5	1	1	1	0	1	Wstf;Baz1b;Wbscr9	WICH	ACCESSORY	Homeodomain	Known motif	Monomer or homomultimer
550252	Q3TKT4	SMCA4_MOUSE	Smarca4	P43241	CDX2_MOUSE	Cdx2	1	1	1	0	1	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	Homeodomain	Known motif	Monomer or homomultimer
556181	P20263	PO5F1_MOUSE	Pou5f1	P43241	CDX2_MOUSE	Cdx2	2	2	1	0	2	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	Homeodomain	Known motif	Monomer or homomultimer
550344	P20263	PO5F1_MOUSE	Pou5f1	P43267	SOX15_MOUSE	Sox15	2	2	2	0	3	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	HMG/Sox	Known motif	Monomer or homomultimer
558138	P20263	PO5F1_MOUSE	Pou5f1	P43680	SOX18_MOUSE	Sox18	1	1	1	0	1	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	HMG/Sox	Known motif	Monomer or homomultimer
550738	Q9Z0H3	SNF5_MOUSE	Smarcb1	P47806	GLI1_MOUSE	Gli1	1	1	1	0	3	Smarcb1;Baf47;Ini1;Snf5l1	BAF	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
550739	Q6PDG5	SMRC2_MOUSE	Smarcc2	P47806	GLI1_MOUSE	Gli1	1	1	1	0	1	Smarcc2;Baf170	BAF	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
550740	O54941	SMCE1_MOUSE	Smarce1	P47806	GLI1_MOUSE	Gli1	1	1	1	0	1	Smarce1;Baf57	BAF	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
381011	Q64127	TIF1A_MOUSE	Trim24	P48281	VDR_MOUSE	Vdr	1	1	1	0	1	Trim24;TIF1A	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
541841	Q9Z277	BAZ1B_MOUSE	Baz1b	P48281	VDR_MOUSE	Vdr	1	1	1	0	1	Wstf;Baz1b;Wbscr9	WICH	ACCESSORY	Nuclear receptor	Known motif	Monomer or homomultimer
541841	Q9Z277	BAZ1B_MOUSE	Baz1b	P48281	VDR_MOUSE	Vdr	1	1	1	0	1	BAZ1B	NA	NA	Nuclear receptor	Known motif	Monomer or homomultimer
379415	P70365	NCOA1_MOUSE	Ncoa1	P48281	VDR_MOUSE	Vdr	2	2	2	0	2	Ncoa1;Nrc1;Src1	SRC	NA	Nuclear receptor	Known motif	Monomer or homomultimer
371041	P20263	PO5F1_MOUSE	Pou5f1	P48379	RFX2_MOUSE	Rfx2	2	2	1	0	2	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	RFX	Known motif	Monomer or homomultimer
556211	Q921N8	GPS2_MOUSE	Gps2	P48379	RFX2_MOUSE	Rfx2	1	1	1	0	1	Gps2	NCoR;SMRT	NA	RFX	Known motif	Monomer or homomultimer
556210	Q921N8	GPS2_MOUSE	Gps2	P48381	RFX3_MOUSE	Rfx3	1	1	1	0	1	Gps2	NCoR;SMRT	NA	RFX	Known motif	Monomer or homomultimer
193641	P20263	PO5F1_MOUSE	Pou5f1	P48432	SOX2_MOUSE	Sox2	7	4	5	0	9	Oct4;Pou5f1;Oct-3;Otf-3;Otf3;Oct-4	NODE	NA	HMG/Sox	Known motif	Monomer or homomultimer
374078	Q80Z64	NANOG_MOUSE	Nanog	P48432	SOX2_MOUSE	Sox2	6	4	3	0	15	Nanog;Ecat4;Enk	NODE	NA	HMG/Sox	Known motif	Monomer or homomultimer
370057	P70288	HDAC2_MOUSE	Hdac2	P48432	SOX2_MOUSE	Sox2	3	3	2	0	3	Hdac2;Hd2;Yy1bp	Sin3;NuRD;CoREST	NA	HMG/Sox	Known motif	Monomer or homomultimer
369766	Q00899	TYY1_MOUSE	Yy1	P48432	SOX2_MOUSE	Sox2	1	1	1	0	3	Yy1;Ucrbp	INO80	ACCESSORY	HMG/Sox	Known motif	Monomer or homomultimer
374362	Q6PDQ2	CHD4_MOUSE	Chd4	P48432	SOX2_MOUSE	Sox2	1	1	1	0	2	Mi-2β;Chd4	NuRD	NA	HMG/Sox	Known motif	Monomer or homomultimer
370058	O09106	HDAC1_MOUSE	Hdac1	P48432	SOX2_MOUSE	Sox2	6	4	3	0	6	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	HMG/Sox	Known motif	Monomer or homomultimer
370059	Q60520	SIN3A_MOUSE	Sin3a	P48432	SOX2_MOUSE	Sox2	3	3	1	0	3	Sin3a;Kiaa4126	Sin3	NA	HMG/Sox	Known motif	Monomer or homomultimer
371873	O88895	HDAC3_MOUSE	Hdac3	P48437	PROX1_MOUSE	Prox1	1	1	1	0	2	Hdac3;Hd3	NCoR;SMRT	NA	Prospero	Known motif	Monomer or homomultimer
548572	Q61909	MTG8_MOUSE	Runx1t1	P48985	ATOH1_MOUSE	Atoh1	1	1	1	0	1	RUNX1T1	NA	NA	bHLH	Known motif	Monomer or homomultimer
548496	Q3TKT4	SMCA4_MOUSE	Smarca4	P50220	NKX21_MOUSE	Nkx2-1	1	1	1	0	1	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	Homeodomain	Known motif	Monomer or homomultimer
497326	Q62141	SIN3B_MOUSE	Sin3b	P50540	MXI1_MOUSE	Mxi1	1	1	1	0	1	Kiaa0700	Sin3	NA	bHLH	Known motif	Obligate heteromer
497413	Q60520	SIN3A_MOUSE	Sin3a	P50540	MXI1_MOUSE	Mxi1	1	1	1	0	1	Sin3a;Kiaa4126	Sin3	NA	bHLH	Known motif	Obligate heteromer
549043	Q91ZW3	SMCA5_MOUSE	Smarca5	P50540	MXI1_MOUSE	Mxi1	1	1	1	0	1	Smarca5;Snf2h	CHRAC	CATALYTIC	bHLH	Known motif	Obligate heteromer
552944	Q6PDQ2	CHD4_MOUSE	Chd4	P51450	RORG_MOUSE	Rorc	2	2	1	0	3	Mi-2β;Chd4	NuRD	NA	Nuclear receptor	Known motif	Monomer or homomultimer
376017	B2RWS6	EP300_MOUSE	Ep300	P52633	STAT6_MOUSE	Stat6	1	1	1	0	1	p300;Ep300	p300	NA	STAT	Known motif	Monomer or homomultimer
550404	Q3TKT4	SMCA4_MOUSE	Smarca4	P52633	STAT6_MOUSE	Stat6	1	1	1	0	1	Smarca4;Baf190a;Snf2l4;Snf2b;Brg1	BAF	CATALYTIC	STAT	Known motif	Monomer or homomultimer
550037	P70288	HDAC2_MOUSE	Hdac2	P52946	PDX1_MOUSE	Pdx1	2	2	1	0	4	Hdac2;Hd2;Yy1bp	Sin3;NuRD;CoREST	NA	Homeodomain	Known motif	Monomer or homomultimer
550036	O09106	HDAC1_MOUSE	Hdac1	P52946	PDX1_MOUSE	Pdx1	2	2	1	0	4	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	Homeodomain	Known motif	Monomer or homomultimer
564984	Q99JR8	SMRD2_MOUSE	Smarcd2	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	1	Smarcd2;Baf60b	BAF	ACCESSORY	bZIP	Known motif	Monomer or homomultimer
564937	Q61466	SMRD1_MOUSE	Smarcd1	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	1	Smarcd1;Baf60a;D15Kz1	BAF	ACCESSORY	bZIP	Known motif	Monomer or homomultimer
564936	O55128	SAP18_MOUSE	Sap18	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	1	Sap18	Sin3	NA	bZIP	Known motif	Monomer or homomultimer
380472	Q8BX09	RBBP5_MOUSE	Rbbp5	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	2	Rbbp5	MLL	NA	bZIP	Known motif	Monomer or homomultimer
380474	P61965	WDR5_MOUSE	Wdr5	P53566	CEBPA_MOUSE	Cebpa	2	2	2	0	4	Wdr5;Big;Big3	MLL	NA	bZIP	Known motif	Monomer or homomultimer
564925	P70288	HDAC2_MOUSE	Hdac2	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	1	Hdac2;Hd2;Yy1bp	Sin3;NuRD;CoREST	NA	bZIP	Known motif	Monomer or homomultimer
380473	Q99LT0	DPY30_MOUSE	Dpy30	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	2	Dpy30	MLL	NA	bZIP	Known motif	Monomer or homomultimer
564944	Q60520	SIN3A_MOUSE	Sin3a	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	1	Sin3a;Kiaa4126	Sin3	NA	bZIP	Known motif	Monomer or homomultimer
552026	B2RWS6	EP300_MOUSE	Ep300	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	1	p300;Ep300	p300	NA	bZIP	Known motif	Monomer or homomultimer
380476	Q9ESU6	BRD4_MOUSE	Brd4	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	2	BRD4	NA	NA	bZIP	Known motif	Monomer or homomultimer
568439	Q6DIC0	SMCA2_MOUSE	Smarca2	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	1	Smarca2;Baf190b;Snf2a;Snf2l2;Brm	BAF	CATALYTIC	bZIP	Known motif	Monomer or homomultimer
380471	Q91X20	ASH2L_MOUSE	Ash2l	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	2	Ash2l	MLL	NA	bZIP	Known motif	Monomer or homomultimer
380475	O09106	HDAC1_MOUSE	Hdac1	P53566	CEBPA_MOUSE	Cebpa	3	3	2	0	4	Hdac1;Hd1	Sin3;NuRD;CoREST	NA	bZIP	Known motif	Monomer or homomultimer
564924	Q9R190	MTA2_MOUSE	Mta2	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	1	Mta2;Mta1l1	NuRD;NODE	NA	bZIP	Known motif	Monomer or homomultimer
367741	O09000	NCOA3_MOUSE	Ncoa3	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	2	Ncoa3;Pcip;Src3;Tram1;Rac3;Actr;Aib1	SRC	NA	bZIP	Known motif	Monomer or homomultimer
564987	Q80YQ2	MED23_MOUSE	Med23	P53566	CEBPA_MOUSE	Cebpa	1	1	1	0	1	Med23;Crsp3;Kiaa1216;Sur2	Mediator	CORE	bZIP	Known motif	Monomer or homomultimer
380470	Q6ZQ88	KDM1A_MOUSE	Kdm1a	P53566	CEBPA_MOUSE	Cebpa	2	2	1	0	7	Kdm1a;Aof2;Kiaa0601;Lsd1	CoREST	NA	bZIP	Known motif	Monomer or homomultimer
558715	Q921E6	EED_MOUSE	Eed	P53569	CEBPZ_MOUSE	Cebpz	1	1	1	0	1	Eed	PRC2	NA	Unknown	Known motif	Monomer or homomultimer
